"Estimated_QMD2","estimate","std.error","statistic","p.value"
"1hr",1.00423672953851,0.0478247674548282,20.9982564052621,1.34809207170613e-13
"10hr",1.21538482219835,0.0674402087394767,18.0216645961671,1.62999818083059e-12
"100hr_intercept",7.67343961251902,35.8375196614256,0.214117485948071,0.833160336812368
"100hr",0.467273781923802,2.17850241821915,0.214493120602447,0.832872369454952
